label,premise_clean,hypothesis_clean,premise_lemma,hypothesis_lemma,premise_pos,hypothesis_pos
contradiction,The man in the striped shirt has the attention of a gathering crowd.,A man in a striped shirt walks down the street alone.,the man in the striped shirt have the attention of a gathering crowd .,a man in a striped shirt walk down the street alone .,DET NOUN ADP DET ADJ NOUN AUX DET NOUN ADP DET NOUN NOUN PUNCT,DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN ADV PUNCT
contradiction,The skateboard is falling away from the skateboarder as he attempt a jump.,Someone is riding a bicycle.,the skateboard be fall away from the skateboarder as he attempt a jump .,someone be rid a bicycle .,DET NOUN AUX VERB ADV ADP DET NOUN ADP PRON VERB DET NOUN PUNCT,PRON AUX VERB DET NOUN PUNCT
contradiction,Couple kisses while sitting on a bench next to a river while others are seated adjacent.,Two kids playing soccer.,couple kiss while sit on a bench next to a river while other be seat adjacent .,two kid play soccer .,NOUN VERB SCONJ VERB ADP DET NOUN ADV ADP DET NOUN SCONJ NOUN AUX VERB ADJ PUNCT,NUM NOUN VERB NOUN PUNCT
contradiction,Workers on a platform work together to carry an item with skyscrapers in the background.,Workers on a platform work to clean windows by the ocean.,worker on a platform work together to carry an item with skyscraper in the background .,worker on a platform work to clean window by the ocean .,NOUN ADP DET NOUN NOUN ADV PART VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT,NOUN ADP DET NOUN NOUN PART VERB NOUN ADP DET NOUN PUNCT
contradiction,A large group of people are enjoying one another's company over coffee at Dunkin' Donuts.,The group are enjoying the fresh air.,a large group of people be enjoy one another 's company over coffee at dunkin ' donut .,the group be enjoy the fresh air .,DET ADJ NOUN ADP NOUN AUX VERB NUM DET PART NOUN ADP NOUN ADP PROPN PART NOUN PUNCT,DET NOUN AUX VERB DET ADJ NOUN PUNCT
contradiction,A person playing the accordion on a bridge.,The person is jumping off the bridge,a person play the accordion on a bridge .,the person be jump off the bridge,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN
contradiction,He is at work overlooking the busy streets below.,The man comtemplates jumping.,he be at work overlook the busy street below .,the man comtemplate jump .,PRON AUX ADP NOUN VERB DET ADJ NOUN ADV PUNCT,DET NOUN VERB VERB PUNCT
contradiction,A man in a bright yellow and orange safety vest is showing a white architectural model to four people sitting at a table in a room.,The man is wearing a green vest,a man in a bright yellow and orange safety vest be show a white architectural model to four people sit at a table in a room .,the man be wear a green vest,DET NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN NOUN AUX VERB DET ADJ ADJ NOUN ADP NUM NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB DET ADJ NOUN
contradiction,A man in a white outfit is outside.,A man in all black is indoors.,a man in a white outfit be outside .,a man in all black be indoor .,DET NOUN ADP DET ADJ NOUN AUX ADV PUNCT,DET NOUN ADP DET ADJ AUX NOUN PUNCT
contradiction,A dark dog jumps across the snow near the woods.,A dog sleeps on his bed inside by a fire.,a dark dog jump across the snow near the wood .,a dog sleep on his bed inside by a fire .,DET ADJ NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN VERB ADP PRON NOUN ADV ADP DET NOUN PUNCT
contradiction,A man with a visor and blue top has thrown a Frisbee off into the distance.,A man is playing Dance Dance Revolution.,a man with a visor and blue top have throw a frisbee off into the distance .,a man be play dance dance revolution .,DET NOUN ADP DET NOUN CCONJ ADJ NOUN AUX VERB DET PROPN ADP ADP DET NOUN PUNCT,DET NOUN AUX VERB PROPN PROPN PROPN PUNCT
contradiction,A little girl flipping her pancake over.,A little girl drinking her juice.,a little girl flip her pancake over .,a little girl drink her juice .,DET ADJ NOUN VERB PRON NOUN ADP PUNCT,DET ADJ NOUN VERB PRON NOUN PUNCT
contradiction,A man in a blue t-shirt is holding a little girl upside down.,The man made the little girl cry.,a man in a blue t - shirt be hold a little girl upside down .,the man make the little girl cry .,DET NOUN ADP DET ADJ NOUN PUNCT NOUN AUX VERB DET ADJ NOUN ADV ADV PUNCT,DET NOUN VERB DET ADJ NOUN NOUN PUNCT
contradiction,A construction worker is working on a support beam on a building.,A dog is running,a construction worker be work on a support beam on a building .,a dog be run,DET NOUN NOUN AUX VERB ADP DET NOUN NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB
contradiction,A man in a black vest tries to open the window of a white and yellow van.,The man is wearing a pink Hello Kitty vest.,a man in a black vest try to open the window of a white and yellow van .,the man be wear a pink hello kitty vest .,DET NOUN ADP DET ADJ NOUN VERB PART VERB DET NOUN ADP DET ADJ CCONJ ADJ NOUN PUNCT,DET NOUN AUX VERB DET ADJ INTJ PROPN NOUN PUNCT
contradiction,A guy near the water working with wood.,Guy swimming in the lake,a guy near the water work with wood .,guy swimming in the lake,DET NOUN ADP DET NOUN VERB ADP NOUN PUNCT,NOUN NOUN ADP DET NOUN
contradiction,A person in a wetsuit is surfing on the water.,The person is swimming.,a person in a wetsuit be surf on the water .,the person be swim .,DET NOUN ADP DET NOUN AUX VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB PUNCT
contradiction,Woman sitting on chair with belongings in metal cart in front of spray painted graffiti.,A man runs down the street with a shopping cart.,woman sit on chair with belonging in metal cart in front of spray paint graffiti .,a man run down the street with a shopping cart .,NOUN VERB ADP NOUN ADP NOUN ADP NOUN NOUN ADP NOUN ADP NOUN VERB PROPN PUNCT,DET NOUN VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT
contradiction,A girl with a red scarf wrapped around her neck is walking down the road carrying a white bag.,The girl skips along wearing her blue scarf,a girl with a red scarf wrap around her neck be walk down the road carry a white bag .,the girl skip along wear her blue scarf,DET NOUN ADP DET ADJ NOUN VERB ADP PRON NOUN AUX VERB ADP DET NOUN VERB DET ADJ NOUN PUNCT,DET NOUN VERB ADP VERB PRON ADJ NOUN
contradiction,A horse jockey is jumping a horse over an obstacle on a coarse.,a horse jocket is sleeping at home,a horse jockey be jump a horse over an obstacle on a coarse .,a horse jocket be sleep at home,DET NOUN NOUN AUX VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN NOUN AUX VERB ADP NOUN
contradiction,People attending an outdoor concert.,Some people watch an outdoor play.,people attend an outdoor concert .,some people watch an outdoor play .,NOUN VERB DET ADJ NOUN PUNCT,DET NOUN VERB DET ADJ NOUN PUNCT
contradiction,A male biker is doing a trick on a dirt path.,a man hiking on a path.,a male biker be do a trick on a dirt path .,a man hike on a path .,DET ADJ NOUN AUX VERB DET NOUN ADP DET NOUN NOUN PUNCT,DET NOUN VERB ADP DET NOUN PUNCT
contradiction,Man posing by a natural pool.,The man is posing by a billboard.,man pose by a natural pool .,the man be pose by a billboard .,NOUN VERB ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,Two men and a woman sit on a brown bench with a brown dog.,The bench has no brown on it.,two man and a woman sit on a brown bench with a brown dog .,the bench have no brown on it .,NUM NOUN CCONJ DET NOUN VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX DET NOUN ADP PRON PUNCT
contradiction,A white woman looking outside her window in broad daylight.,a woman is asleep at home at midnight,a white woman look outside her window in broad daylight .,a woman be asleep at home at midnight,DET ADJ NOUN VERB ADP PRON NOUN ADP ADJ NOUN PUNCT,DET NOUN AUX ADJ ADP NOUN ADP NOUN
contradiction,A blond girl eating an ice cream.,A girl is cooking a steak.,a blond girl eat an ice cream .,a girl be cook a steak .,DET ADJ NOUN VERB DET NOUN NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
contradiction,"An individual wearing a beanie and a blue coat stands hunched over suitcases of various items, including cameras and scissors, on the sidewalk.",The man is inside in front of the fireplace.,"an individual wear a beanie and a blue coat stand hunch over suitcase of various item , include camera and scissor , on the sidewalk .",the man be inside in front of the fireplace .,DET NOUN VERB DET NOUN CCONJ DET ADJ NOUN VERB VERB ADP NOUN ADP ADJ NOUN PUNCT VERB NOUN CCONJ NOUN PUNCT ADP DET NOUN PUNCT,DET NOUN AUX ADV ADP NOUN ADP DET NOUN PUNCT
contradiction,A man is walking down the street carrying a huge bundle of baskets.,The man is running on the beach.,a man be walk down the street carry a huge bundle of basket .,the man be run on the beach .,DET NOUN AUX VERB ADP DET NOUN VERB DET ADJ NOUN ADP NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,Two men stand on a sidewalk in front of a tropical hotel.,Some men are standing inside an elegant hotel.,two man stand on a sidewalk in front of a tropical hotel .,some man be stand inside an elegant hotel .,NUM NOUN VERB ADP DET NOUN ADP NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT
contradiction,A woman in a white dress holding flowers standing in front of 4 cows.,A bride is riding a horse.,a woman in a white dress hold flower stand in front of 4 cow .,a bride be rid a horse .,DET NOUN ADP DET ADJ NOUN VERB NOUN VERB ADP NOUN ADP NUM NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
contradiction,A middle-aged man with dark hair and glasses is looking through a telescope while holding a young boy who is looking at the camera.,The man is looking through binoculars.,a middle - aged man with dark hair and glass be look through a telescope while hold a young boy who be look at the camera .,the man be look through binocular .,DET ADJ PUNCT ADJ NOUN ADP ADJ NOUN CCONJ NOUN AUX VERB ADP DET NOUN SCONJ VERB DET ADJ NOUN PRON AUX VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP NOUN PUNCT
contradiction,Middle-aged man with long blond-hair and wearing glasses sits with a crowd.,The zombie is wearing glasses.,middle - aged man with long blond - hair and wear glass sit with a crowd .,the zombie be wear glass .,ADJ PUNCT ADJ NOUN ADP ADJ ADJ PUNCT NOUN CCONJ VERB NOUN VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
contradiction,A man at a food cart is serving corn.,A woman at a food cart.,a man at a food cart be serve corn .,a woman at a food cart .,DET NOUN ADP DET NOUN NOUN AUX VERB NOUN PUNCT,DET NOUN ADP DET NOUN NOUN PUNCT
contradiction,"Two men standing in a work place, one man taking pictures.",The men are riding horses.,"two man stand in a work place , one man take picture .",the man be rid horse .,NUM NOUN VERB ADP DET NOUN NOUN PUNCT NUM NOUN VERB NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
contradiction,A man stands in behind a tray of small toys.,A man is standing near large toys,a man stand in behind a tray of small toy .,a man be stand near large toy,DET NOUN VERB ADV ADP DET NOUN ADP ADJ NOUN PUNCT,DET NOUN AUX VERB ADP ADJ NOUN
contradiction,A well dressed asian businessman walking ahead of a poorly dressed asian man in front of a white tile wall.,Three women dressed in suits stand near a wall.,a well dress asian businessman walk ahead of a poorly dress asian man in front of a white tile wall .,three woman dress in suit stand near a wall .,DET ADV VERB ADJ NOUN VERB ADV ADP DET ADV VERB ADJ NOUN ADP NOUN ADP DET ADJ NOUN NOUN PUNCT,NUM NOUN VERB ADP NOUN VERB ADP DET NOUN PUNCT
contradiction,One of the members of KISS playing a white electric guitar in front of a black background.,The guitar is black,one of the member of kiss play a white electric guitar in front of a black background .,the guitar be black,NUM ADP DET NOUN ADP PROPN VERB DET PROPN ADJ NOUN ADP NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX ADJ
contradiction,Children in swimming clothes in a field.,Children are wearing coats.,child in swimming clothe in a field .,child be wear coat .,NOUN ADP NOUN NOUN ADP DET NOUN PUNCT,NOUN AUX VERB NOUN PUNCT
contradiction,A little girl is walking along a line of logs on a sandy beach.,The girl is skating down the beach boardwalk.,a little girl be walk along a line of log on a sandy beach .,the girl be skate down the beach boardwalk .,DET ADJ NOUN AUX VERB ADP DET NOUN ADP NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN NOUN PUNCT
contradiction,"A group of women in long, white skirts tie handkerchiefs to their heads.",The group of women are wearing black dresses.,"a group of woman in long , white skirt tie handkerchief to their head .",the group of woman be wear black dress .,DET NOUN ADP NOUN ADP ADJ PUNCT ADJ NOUN VERB NOUN ADP PRON NOUN PUNCT,DET NOUN ADP NOUN AUX VERB ADJ NOUN PUNCT
contradiction,Two man finish wrapping a billboard sign on a building that advertises Lombardi sports.,Two men are using sewing machines.,two man finish wrap a billboard sign on a building that advertise lombardi sport .,two man be use sewing machine .,NUM NOUN VERB VERB DET NOUN NOUN ADP DET NOUN PRON VERB PROPN NOUN PUNCT,NUM NOUN AUX VERB NOUN NOUN PUNCT
contradiction,Two girls sitting outside by a body of water.,Neil Armstrong is sitting with the girls.,two girl sit outside by a body of water .,neil armstrong be sit with the girl .,NUM NOUN VERB ADV ADP DET NOUN ADP NOUN PUNCT,PROPN PROPN AUX VERB ADP DET NOUN PUNCT
contradiction,A dog wading in the water with a ball in his mouth,The dog is dry.,a dog wad in the water with a ball in his mouth,the dog be dry .,DET NOUN VERB ADP DET NOUN ADP DET NOUN ADP PRON NOUN,DET NOUN AUX ADJ PUNCT
contradiction,A man in long plaid shorts and a Easter hat carrying a black bookbag walks with a heavyset woman with pink hair and wearing a hippie style dress walk away from the camera following many other similarly dressed people.,The group of people are all dressed in bikinis.,a man in long plaid short and a easter hat carry a black bookbag walk with a heavyset woman with pink hair and wear a hippie style dress walk away from the camera follow many other similarly dress people .,the group of people be all dress in bikini .,DET NOUN ADP ADJ NOUN NOUN CCONJ DET PROPN NOUN VERB DET ADJ NOUN VERB ADP DET ADJ NOUN ADP ADJ NOUN CCONJ VERB DET ADJ NOUN NOUN VERB ADV ADP DET NOUN VERB ADJ ADJ ADV VERB NOUN PUNCT,DET NOUN ADP NOUN AUX DET VERB ADP NOUN PUNCT
contradiction,Two children an adult wearing a bicycle helmet playing in a pile of fall leaves.,A lion roars into the wild.,two child an adult wear a bicycle helmet playing in a pile of fall leaf .,a lion roar into the wild .,NUM NOUN DET NOUN VERB DET NOUN NOUN NOUN ADP DET NOUN ADP NOUN NOUN PUNCT,DET NOUN VERB ADP DET NOUN PUNCT
contradiction,A man is putting up a poster in front of a shop.,The man is indoors.,a man be put up a poster in front of a shop .,the man be indoor .,DET NOUN AUX VERB ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT,DET NOUN AUX NOUN PUNCT
contradiction,Two Asian women are holding a YMCA sign and posing for the picture.,the women are crying at the doctors office,two asian woman be hold a ymca sign and pose for the picture .,the woman be cry at the doctor office,NUM ADJ NOUN AUX VERB DET NOUN NOUN CCONJ VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN NOUN
contradiction,The man fishing while sitting on the cliff.,A woman is fishing on the cliff.,the man fish while sit on the cliff .,a woman be fish on the cliff .,DET NOUN VERB SCONJ VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,Man with bowl cut and gray shirt photographed from behind on a subway.,A man draws a portrait of another man.,man with bowl cut and gray shirt photograph from behind on a subway .,a man draw a portrait of another man .,NOUN ADP NOUN NOUN CCONJ ADJ NOUN VERB ADP ADV ADP DET NOUN PUNCT,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT
